created_at,location,text,polarity
Wed Mar 08 22:02:43 +0000 2017,"Corozal, Puerto Rico",ANDA YO BAILABA ESA CANCION CUANDO BEBE JAJAJJSJSJSJSJSK https://t.co/pAMkbPUHYJ,negative
Wed Mar 08 22:04:28 +0000 2017,Puerto Rico,"RT @BleacherReport: Out with the old, in with the new

MJ is moving on to elephant print https://t.co/FV0E3PiXaU https://t.co/lGjj1ho7YF",negative
Wed Mar 08 22:33:22 +0000 2017,Puerto Rico,"Kentucky. UCLA. Kansas. 

Where does your favorite CBB program rank by current NBA talent https://t.co/VTPg8uZ0xV https://t.co/liaknZ0vyY",negative
Wed Mar 08 22:40:18 +0000 2017,"Puerto Rico,Misiones,Argentina",RT @julian_alles: Jajajajajajajajaja https://t.co/Xm4enxD35c,negative
Wed Mar 08 22:59:45 +0000 2017,"Dorado, Puerto Rico",RT @IreneOrtiz7: @ashvany_suraj https://t.co/gXQP6fR86C,negative
Wed Mar 08 23:10:52 +0000 2017,Puerto Rico,I spend all this trouble moving the printer outside so it can reach the extension cord from the power plant........,negative
Wed Mar 08 23:30:57 +0000 2017,Puerto Rico-Misiones,RT @julian_alles: Jajajajajajajajaja https://t.co/Xm4enxD35c,negative
Wed Mar 08 23:34:44 +0000 2017,"Villalba, Puerto Rico",RT @vocabIy: if i text u with less than 10% battery ur a priority,negative
Thu Mar 09 00:03:49 +0000 2017,Puerto Rico,Grab keys for Games of Glory closed Beta Weekend ! You can also get prizes. https://t.co/f0vndOgIHk,negative
Thu Mar 09 00:08:53 +0000 2017,Puerto Rico,Get Economic Conquest for FREE on https://t.co/zseI8GzHPa #orlygift #free #steam #giveaway #indiedev,negative
Thu Mar 09 00:31:55 +0000 2017,"Cabo Rojo, Puerto Rico",Full https://t.co/apAKNuPlRO,negative
Thu Mar 09 01:40:13 +0000 2017,Puerto Rico,"RT @just1337develop: Hungry Flame on STEAM!
https://t.co/WpMPBEUJ6h
#gamedev #indiedev #indie #SteamNewRelease https://t.co/Qd1olNZeAl",negative
Thu Mar 09 01:52:53 +0000 2017,"San Lorenzo, Puerto Rico",GTSUN WITH charge controller https://t.co/rPG7Bcwk3g,negative
Thu Mar 09 02:27:12 +0000 2017,Puerto Rico,Burns/SSR Study Profiles Hot AC/AC Music Tastes https://t.co/FwdBbH9P5V,negative
Thu Mar 09 14:18:19 +0000 2017,Puerto Rico,"DeSean Jackson expected to sign with Bucs, per AdamSchefter https://t.co/yJvrDnPFQY https://t.co/bdbobBZ8cb",negative
Thu Mar 09 14:21:36 +0000 2017,"San Juan, Puerto Rico",RT @fivefifths: EPA chief doesn't believe CO2 contributes to climate change. Can't wait to live on a raft.,negative
Thu Mar 09 14:28:33 +0000 2017,"Puerto Rico, USA",Puerto Rico!!!! Escucha! https://t.co/4VbBu7LZle,negative
Thu Mar 09 14:54:12 +0000 2017,"Carolina, Puerto Rico",RT @RogueNASA: Oh. EPA chief Scott Pruitt says CO2 not a primary contributor to climate change. https://t.co/2lFaXNUVGA,negative
Thu Mar 09 16:29:40 +0000 2017,Puerto Rico,EPA head suggests CO2 isn't a 'primary contributor' to climate change https://t.co/mmVG5IArVb,negative
Thu Mar 09 17:22:45 +0000 2017, Puerto Rico,"RT @GayWeHoDogs4U: #Help me! I'm Diesel, an adult male #Chihuahua mix. #nkla #dogs #love  https://t.co/NRE7iPQQ1N https://t.co/J77JyVEkDN",negative
Thu Mar 09 17:27:11 +0000 2017,"San Juan, Puerto Rico",RT @AndyRichter: Maybe losing beachfront homes will make the GOP care about climate change https://t.co/75VxxtjeeR,negative
Thu Mar 09 17:52:16 +0000 2017,Puerto Rico,"Martellus Bennett and Raiders have mutual interest, per jeffphowe https://t.co/FbRIUDlcrp https://t.co/8TD8c1Haex",negative
Thu Mar 09 18:15:00 +0000 2017,Puerto Rico,Por si te lo perdiste; For Honor pierde el 50% de sus jugadores en Steam https://t.co/XhXa7WhcB4 https://t.co/sLl8CjmDYd,negative
Thu Mar 09 18:18:59 +0000 2017,"Florida Adentro, Puerto Rico",RT @HannibalBarca65: And he would be correct! https://t.co/4LqpzMNc74,negative
Thu Mar 09 18:46:55 +0000 2017,"Puerto Rico, USA","Tengo las ventanas abiertas, estoy en Guaynabo city y me estoy congelando y estamos en cuaresma... global warming is real, people.",negative
Thu Mar 09 19:07:47 +0000 2017,Puerto Rico,"Everyone has something to say about Lonzo's dad.

That doesn't bother Lonzo #BRmag https://t.co/IJz3dKgOjv https://t.co/xJR9G36wrd",negative
Thu Mar 09 19:08:23 +0000 2017,Puerto Rico y Uruguay   ,RT @LYSS_itUp: @adri_sofia4 @anna_lechner us https://t.co/acneoQzavb,negative
Thu Mar 09 19:12:52 +0000 2017,"Pueblo, Puerto Rico",RT @jonmachota: Tony Romo vs. J.J. Watt https://t.co/x4Z4udy04a,negative
Thu Mar 09 19:16:14 +0000 2017,"Puerto Rico, USA",#NowPlaying Give It Up by AC/DC #ChippahRadio #Listen https://t.co/2o8A5Gwlph https://t.co/Qa0C4Is7eb,negative
Thu Mar 09 19:37:03 +0000 2017,"Puerto Rico, USA","VG247: #GhostReconWildlands player numbers on Steam beat open beta stats
https://t.co/GwpFjFe8jh https://t.co/GnMOK0dTSk",negative
Thu Mar 09 19:39:19 +0000 2017,Puerto Rico,"RT @joxesantiago: ah, no c...bueno, zi c, pero no te voa decil. https://t.co/L8HkrIAPG3",negative
Thu Mar 09 19:40:34 +0000 2017,"San Juan, Puerto Rico","Bueno para Puerto Rico...
https://t.co/DiiEANegGW",negative
Thu Mar 09 19:43:32 +0000 2017,"San Juan, Puerto Rico",Jajajjajajaj yo con cualquier dembow https://t.co/NUTxPnH6NR,negative
Fri Mar 10 19:53:36 +0000 2017,"San Juan, Puerto Rico",One of the biggest oil companies in the world says faith in fossil fuels is 'disappearing' https://t.co/8z0jQRt6uA,negative
Fri Mar 10 20:53:27 +0000 2017,Puerto Rico,"Baked brownies using almond flour and coconut oil! They smell like pure chocolate, that's always a good sign. https://t.co/ZBMqJstmVw",negative
Fri Mar 10 21:23:03 +0000 2017,Puerto Rico,The biggest bracketology questions get answered https://t.co/N9QVqNUfIJ https://t.co/34sdUijhzC,negative
Fri Mar 10 21:33:30 +0000 2017,Puerto Rico,"RT @WorIdStarLaugh: *Gasolina starts playing* 
Friend: don't do it
Me:  https://t.co/iXSrSvOvGS",negative
Fri Mar 10 21:53:09 +0000 2017,Puerto Rico,Malik Monk continues to excite NBA scouts with his microwave scoring potential https://t.co/wZFhF940o0 https://t.co/F2l4VlLSC7,negative
Fri Mar 10 22:05:08 +0000 2017,"Puerto Rico, USA","RT @TakingFiveHQ: *Gasolina starts playing* 

Friend: don't do it

Me:
https://t.co/oYpGrEAJnb",negative
Fri Mar 10 22:28:06 +0000 2017,"San Lorenzo, Puerto Rico ","Nada nuevo hermano. Ellos saben que es ilegal, solo que no les importa. https://t.co/DByuVPocJs",negative
Fri Mar 10 22:28:36 +0000 2017,Puerto Rico ,"RT @jayfonsecapr: Nada nuevo hermano. Ellos saben que es ilegal, solo que no les importa. https://t.co/DByuVPocJs",negative
Fri Mar 10 23:36:16 +0000 2017,Puerto Rico,Nuclear Fuel From the Ocean Would Provide Thousands of Years Worth of Energy https://t.co/BWmlhPHKoi,negative
Fri Mar 10 23:42:29 +0000 2017,"San Juan, Puerto Rico","RT @jayfonsecapr: Nada nuevo hermano. Ellos saben que es ilegal, solo que no les importa. https://t.co/DByuVPocJs",negative
Fri Mar 10 23:44:09 +0000 2017,Puerto Rico,Entercom Puts Lineup in Place for Big Easy Urban AC. https://t.co/BA8u4SoN5o,negative
Sat Mar 11 00:11:51 +0000 2017,Puerto Rico,RT @DailyMemeSuppIy: Unbelievable that Club Penguin is shutting down yet people still deny the impact of climate change on our planet,negative
Sat Mar 11 00:13:56 +0000 2017,"Puerto Rico, USA",RT @Erickcuevas26: Vente tu cabbb https://t.co/SUdSzGklI0,negative
Sat Mar 11 00:14:34 +0000 2017,"San Juan, Puerto Rico",RT @DailyMemeSuppIy: Unbelievable that Club Penguin is shutting down yet people still deny the impact of climate change on our planet,negative
Sat Mar 11 00:19:06 +0000 2017,"Isabela, Puerto Rico",@LaaurenMartinn about as real as climate change,negative
Sat Mar 11 17:13:34 +0000 2017,"Guaraguao Abajo, Puerto Rico",RT @ryanlcooper: this is a 100x bigger threat to national security than anything having to do with Russia https://t.co/VeDXLem7VT,negative
Sat Mar 11 17:16:02 +0000 2017,"Las Piedras, Puerto Rico",RT @BleacherReport: LaMarcus Aldridge out indefinitely due to minor heart rhythm issues https://t.co/gqIAoiveX7 https://t.co/gks17v6crh,negative
Sat Mar 11 18:19:40 +0000 2017,"Puerto Rico, USA",RT @BleacherReport: LaMarcus Aldridge out indefinitely due to minor heart rhythm issues https://t.co/gqIAoiveX7 https://t.co/gks17v6crh,negative
Sat Mar 11 18:23:09 +0000 2017,Puerto Rico,"RT @TakingFiveHQ: *Gasolina starts playing* 

Friend: don't do it

Me:
https://t.co/oYpGrEAJnb",negative
Sat Mar 11 18:32:51 +0000 2017,"Puerto Rico, USA",@XHNews @ChinaDailyUSA @ChineseGov @USNavy @PDChina @USMC @JapanEmbDC @realDonaldTrump WHAT'S UR PLEASURE TWINS AC$? https://t.co/btMULCIwg3,negative
Sat Mar 11 19:25:29 +0000 2017,"Toa Alta, Puerto Rico",Steam Big Picture Mode is... not very... useful?,negative
Sat Mar 11 20:37:38 +0000 2017,"Ponce, Puerto Rico",Se los dije combo! https://t.co/3MkSvp3wtv,negative
Sat Mar 11 21:19:00 +0000 2017,Puerto Rico,RT @BleacherReport: LaMarcus Aldridge out indefinitely due to minor heart rhythm issues https://t.co/gqIAoiveX7 https://t.co/gks17v6crh,negative
Sat Mar 11 21:19:03 +0000 2017,Puerto Rico,"RT @BleacherReport: Jordan Cameron retiring from NFL due to concerns over concussions
https://t.co/lu8Dou6CME https://t.co/3SWZT0F3FP",negative
Sat Mar 11 21:43:40 +0000 2017,"Trujillo Alto, Puerto Rico","RT @appearance: *Gasolina starts playing* 
Friend: don't do it
Me: https://t.co/kXLlmd537h",negative
Sat Mar 11 21:54:42 +0000 2017,"Puerto Rico, USA","RT @CECHR_UoD: Generating Power From Tidal Lagoons
http://t.co/0hpBTlDEdY #Wales #renewables http://t.co/DgpQT1RwQG",negative
Sat Mar 11 21:54:52 +0000 2017,Puerto Rico,"RT @appearance: *Gasolina starts playing* 
Friend: don't do it
Me: https://t.co/kXLlmd537h",negative
Sat Mar 11 22:21:27 +0000 2017,"Puerto Rico, USA",@XHNews @ChinaDailyUSA @ChineseGov @USNavy @PDChina @USMC @JapanEmbDC @realDonaldTrump WE MUST FIND HIDDEN VOLT$$$$$ https://t.co/g6ZOSz3cG1,negative
Sat Mar 11 22:22:54 +0000 2017,Puerto Rico,i am not worthy for ur beauty https://t.co/UrnwYzFJxl,negative
Sat Mar 11 22:23:26 +0000 2017,"Puerto Rico, USA",@XHNews @ChinaDailyUSA @ChineseGov @USNavy @PDChina @USMC @JapanEmbDC @realDonaldTrump WAR CAMPAIGN MONEY VOLT$$$$$$ https://t.co/udAe8IyHTC,negative
Sat Mar 11 22:24:39 +0000 2017,"Westcoast , Puerto Rico ","*Sale Disenchanted*

*Yo empiezo a gritar toda la letra, hacer air guitar y a usar todo como una bateria* #BestSong",negative
Sat Mar 11 22:52:18 +0000 2017,"Hato Rey, Puerto Rico.","RT @EarnKnowledge: Believe it or not, This is oil painting by Teresa Elliot: https://t.co/mZFi5MMoM6",negative
Sat Mar 11 22:52:47 +0000 2017,"Cupey, Puerto Rico","RT @EarnKnowledge: Believe it or not, This is oil painting by Teresa Elliot: https://t.co/mZFi5MMoM6",negative
Sat Mar 11 22:53:04 +0000 2017,"Caguas, Puerto Rico","RT @EarnKnowledge: Believe it or not, This is oil painting by Teresa Elliot: https://t.co/mZFi5MMoM6",negative
Sat Mar 11 22:59:07 +0000 2017,Puerto Rico,"RT @SkyeAsiyanbi: Snapchat has been fucking up my battery like crazy. 42% &amp; as soon as I'm on snap, it drops down to 1%",negative
Sat Mar 11 23:26:55 +0000 2017,Puerto Rico,"RT @EarnKnowledge: Believe it or not, This is oil painting by Teresa Elliot: https://t.co/mZFi5MMoM6",negative
Sun Mar 12 00:01:16 +0000 2017,"Barceloneta, Puerto Rico",En un tampon hp y sin gasolina,negative
Sun Mar 12 00:05:09 +0000 2017,"Ponce, Puerto Rico",Semestre* https://t.co/nAsfjqanDs,negative
Sun Mar 12 00:08:28 +0000 2017,Puerto Rico,"RT @TakingFiveHQ: *Gasolina starts playing* 

Friend: don't do it

Me:
https://t.co/oYpGrEAJnb",negative
Sun Mar 12 00:12:15 +0000 2017,puerto rico ,RT @top_theory: can i just get blackout drunk and kidnapped and get dumped in a river somewhere,negative
Sun Mar 12 00:18:08 +0000 2017,"Luquillo, Puerto Rico","RT @EarnKnowledge: Believe it or not, This is oil painting by Teresa Elliot: https://t.co/mZFi5MMoM6",negative
Sun Mar 12 00:52:08 +0000 2017,Puerto Rico,RT @ketzyvnn: con un jevito please https://t.co/GmPJYJPmqs,negative
Sun Mar 12 00:57:07 +0000 2017,Puerto Rico,RT @ketzyvnn: con un jevito please https://t.co/GmPJYJPmqs,negative
Sun Mar 12 12:28:26 +0000 2017,Puerto Rico,"RT @TakingFiveHQ: *Gasolina starts playing* 

Friend: don't do it

Me:
https://t.co/oYpGrEAJnb",negative
Sun Mar 12 12:38:29 +0000 2017,"Carolina, Puerto Rico","RT @TakingFiveHQ: *Gasolina starts playing* 

Friend: don't do it

Me:
https://t.co/oYpGrEAJnb",negative
Sun Mar 12 13:04:35 +0000 2017,Puerto Rico,"Your default setting might be full steam ahead, but even the w... More for Aries https://t.co/APf9RBDuoB",negative
Sun Mar 12 13:05:46 +0000 2017,"Ceiba, Puerto Rico","RT @TakingFiveHQ: *Gasolina starts playing* 

Friend: don't do it

Me:
https://t.co/oYpGrEAJnb",negative
Sun Mar 12 13:33:29 +0000 2017,Rincon/Aguadilla Puerto Rico,"@patrickstarrr I have a routine that only takes me 1 wipe to take out my makeup, secret coconut oil",negative
Sun Mar 12 13:37:12 +0000 2017,"Puerto Rico, USA","Your default setting might be full steam ahead, but even the w... More for Aries https://t.co/KXF6PMFFmG",negative
Sun Mar 12 13:40:58 +0000 2017,Puerto Rico,oil man fuck teen https://t.co/Bw1d7ZRDzV,negative
Sun Mar 12 13:43:14 +0000 2017,Puerto Rico,"Your default setting might be full steam ahead, but even the w... More for Aries https://t.co/Eux5s2cwct",negative
Sun Mar 12 15:19:12 +0000 2017,"Carolina, Puerto Rico",RT @2000sHits: [2004] Daddy Yankee - Gasolina https://t.co/11DradFmaT,negative
Sun Mar 12 22:32:41 +0000 2017,"San Juan, Puerto Rico",Dammit I wanted to draw but my AC's being a piece of shit and now I'm all sweaty and ick... Bluuuh...,negative
Sun Mar 12 22:34:34 +0000 2017,"Caguas, Puerto Rico",RT @hojana_: @Oneill2_ yo siempreee https://t.co/TmMmtEWijE,negative
Sun Mar 12 22:42:16 +0000 2017,Puerto Rico || Hawai'i ,Coconut oil bath &gt;,negative
Sun Mar 12 23:22:08 +0000 2017,Puerto Rico.,RT @parrislyon: when you put the plantain in the oil https://t.co/zUS7qtcc0s,negative
Sun Mar 12 23:22:33 +0000 2017,puerto rico,RT @parrislyon: when you put the plantain in the oil https://t.co/zUS7qtcc0s,negative
Sun Mar 12 23:50:06 +0000 2017,Puerto Rico,el verdadero enchuleee https://t.co/3cDjbHBvC0,negative
Sun Mar 12 23:59:29 +0000 2017,PUERTO RICO,RT @parrislyon: when you put the plantain in the oil https://t.co/zUS7qtcc0s,negative
Mon Mar 13 00:20:44 +0000 2017,"Carolina, Puerto Rico",RT @parrislyon: when you put the plantain in the oil https://t.co/zUS7qtcc0s,negative
Mon Mar 13 00:20:48 +0000 2017,Puerto Rico,RT @parrislyon: when you put the plantain in the oil https://t.co/zUS7qtcc0s,negative
Mon Mar 13 00:22:22 +0000 2017,Puerto Rico,RT @parrislyon: when you put the plantain in the oil https://t.co/zUS7qtcc0s,negative
Mon Mar 13 00:32:59 +0000 2017,"Guaynabo, Puerto Rico","RT @TakingFiveHQ: *Gasolina starts playing* 

Friend: don't do it

Me:
https://t.co/oYpGrEAJnb",negative
Mon Mar 13 00:37:58 +0000 2017,Puerto Rico,"RT @TakingFiveHQ: *Gasolina starts playing* 

Friend: don't do it

Me:
https://t.co/oYpGrEAJnb",negative
Mon Mar 13 00:39:46 +0000 2017,"Torrimar,Guaynabo,Puerto Rico","RT @riptapparel: Buy ""Energy In Disguise"" by @boggsnicolas at https://t.co/EXSiuhfXxu #energy #fuel https://t.co/5mGJkgllQz",negative
Mon Mar 13 00:39:48 +0000 2017,Puerto Rico,"RT @bbtfln: jiyong: girls are so hot
jiyong: guys are hot too oh damn
jiyong: why is everyone so hot
daesung: global warming.",negative
Mon Mar 13 01:04:46 +0000 2017,"Puerto Rico, USA",RT @lyricaIart: Gasoline // Halsey https://t.co/eT3UYdlKQ0,negative
Mon Mar 13 01:07:29 +0000 2017,Puerto Rico,RT @parrislyon: when you put the plantain in the oil https://t.co/zUS7qtcc0s,negative
Mon Mar 13 01:08:19 +0000 2017,Puerto Rico,RT @Nico_Nair: HAHAHAHAHAHAHHAHSA https://t.co/at7qN49Qow,negative
Mon Mar 13 01:11:09 +0000 2017,PUERTO RICO,RT @parrislyon: when you put the plantain in the oil https://t.co/zUS7qtcc0s,negative
Mon Mar 13 01:14:32 +0000 2017,"Dorado, Puerto Rico",RT @parrislyon: when you put the plantain in the oil https://t.co/zUS7qtcc0s,negative
Mon Mar 13 01:15:50 +0000 2017,Puerto Rico,RT @parrislyon: when you put the plantain in the oil https://t.co/zUS7qtcc0s,negative
Mon Mar 13 01:35:26 +0000 2017,Puerto Rico,LMAO @KayxWest when we fry anything https://t.co/jEd21yMcBp,negative
Mon Mar 13 01:36:35 +0000 2017,Puerto Rico,"RT @jinjjarevil: the way seokjin blinks is so adorable 
global warming stops
trees grow 
crime rate decreases https://t.co/Tz5a5alrva",negative
Mon Mar 13 01:38:05 +0000 2017,Puerto Rico,RT @parrislyon: when you put the plantain in the oil https://t.co/zUS7qtcc0s,negative
Mon Mar 13 01:38:16 +0000 2017,Puerto Rico,Bringing this back cuz this is me asf https://t.co/lbR1IAGXDL,negative
Mon Mar 13 01:38:53 +0000 2017,puerto rico ,RT @parrislyon: when you put the plantain in the oil https://t.co/zUS7qtcc0s,negative
Mon Mar 13 01:39:42 +0000 2017,"Puerto Rico, USA",RT @mashable: Trump really doesn't want to face these 21 kids on climate change https://t.co/fSbkUP8lx9 https://t.co/oER0X1Rok0,negative
Mon Mar 13 01:44:56 +0000 2017,Puerto Rico,"RT @TakingFiveHQ: *Gasolina starts playing* 

Friend: don't do it

Me:
https://t.co/oYpGrEAJnb",negative
Mon Mar 13 01:46:56 +0000 2017,"Arecibo, Puerto Rico",RT @parrislyon: when you put the plantain in the oil https://t.co/zUS7qtcc0s,negative
Mon Mar 13 02:13:30 +0000 2017,"Navarro, Puerto Rico",RT @parrislyon: when you put the plantain in the oil https://t.co/zUS7qtcc0s,negative
Mon Mar 13 02:16:22 +0000 2017,puerto rico // colorado,byyye https://t.co/D26bUhlV2R,negative
Mon Mar 13 02:24:46 +0000 2017,"Carolina, Puerto Rico",RT @parrislyon: when you put the plantain in the oil https://t.co/zUS7qtcc0s,negative
Mon Mar 13 02:26:09 +0000 2017,Puerto Rico,RT @parrislyon: when you put the plantain in the oil https://t.co/zUS7qtcc0s,negative
Mon Mar 13 02:26:29 +0000 2017, Puerto Rico ,RT @parrislyon: when you put the plantain in the oil https://t.co/zUS7qtcc0s,negative
Mon Mar 13 02:27:42 +0000 2017,Puerto Rico,RT @parrislyon: when you put the plantain in the oil https://t.co/zUS7qtcc0s,negative
Mon Mar 13 02:28:50 +0000 2017,puerto rico | orlando ,RT @parrislyon: when you put the plantain in the oil https://t.co/zUS7qtcc0s,negative
Mon Mar 13 02:30:00 +0000 2017,"Juncos, Puerto Rico","RT @TakingFiveHQ: *Gasolina starts playing* 

Friend: don't do it

Me:
https://t.co/oYpGrEAJnb",negative
Mon Mar 13 02:31:45 +0000 2017,Puerto Rico ,RT @parrislyon: when you put the plantain in the oil https://t.co/zUS7qtcc0s,negative
Mon Mar 13 02:50:34 +0000 2017,"Puerto Rico, USA",RT @parrislyon: when you put the plantain in the oil https://t.co/zUS7qtcc0s,negative
Mon Mar 13 02:51:56 +0000 2017,Puerto Rico,jajajaja si esta no soy yo https://t.co/XvMu9LVxmT,negative
Mon Mar 13 02:52:21 +0000 2017,"Dorado, Puerto Rico",RT @parrislyon: when you put the plantain in the oil https://t.co/zUS7qtcc0s,negative
Mon Mar 13 02:54:06 +0000 2017,"Barranquitas, Puerto Rico",RT @parrislyon: when you put the plantain in the oil https://t.co/zUS7qtcc0s,negative
Mon Mar 13 02:54:23 +0000 2017,Puerto Rico,RT @parrislyon: when you put the plantain in the oil https://t.co/zUS7qtcc0s,negative
Mon Mar 13 02:55:06 +0000 2017,"Gurabo, Puerto Rico",RT @parrislyon: when you put the plantain in the oil https://t.co/zUS7qtcc0s,negative
Mon Mar 13 02:55:48 +0000 2017,"Dorado, Puerto Rico","RT @appearance: *Gasolina starts playing* Friend: don't do it
Me: https://t.co/kXLlmd537h",negative
Mon Mar 13 02:56:28 +0000 2017,"Cabo Rojo, Puerto Rico",Amen por ese battery low power mode,negative
Mon Mar 13 03:02:48 +0000 2017,"Morovis, Puerto Rico",RT @parrislyon: when you put the plantain in the oil https://t.co/zUS7qtcc0s,negative
Mon Mar 13 03:04:25 +0000 2017,"Caguas, Puerto Rico",RT @parrislyon: when you put the plantain in the oil https://t.co/zUS7qtcc0s,negative
Mon Mar 13 03:05:05 +0000 2017,Puerto Rico,RT @parrislyon: when you put the plantain in the oil https://t.co/zUS7qtcc0s,negative
Mon Mar 13 03:08:48 +0000 2017,"Puerto Rico, USA",RT @parrislyon: when you put the plantain in the oil https://t.co/zUS7qtcc0s,negative
Mon Mar 13 03:10:06 +0000 2017,Puerto Rico,RT @XonEarth: Planet Will Burn Before Corporate Media Covers Climate Change as Existential Threat https://t.co/N6wHh5GkB5,negative
Mon Mar 13 13:12:50 +0000 2017,puerto rico,RT @parrislyon: when you put the plantain in the oil https://t.co/zUS7qtcc0s,negative
Mon Mar 13 13:50:30 +0000 2017,Puerto Rico,RT @parrislyon: when you put the plantain in the oil https://t.co/zUS7qtcc0s,negative
Mon Mar 13 13:51:35 +0000 2017,Puerto Rico,https://t.co/1UXn7wgTBT,negative
Mon Mar 13 13:52:33 +0000 2017,Puerto Rico,RT @NoticentroWAPA: https://t.co/1UXn7wgTBT,negative
Mon Mar 13 13:54:49 +0000 2017,Puerto Rico,RT @parrislyon: when you put the plantain in the oil https://t.co/zUS7qtcc0s,negative
Mon Mar 13 13:55:12 +0000 2017,Puerto Rico,RT @parrislyon: when you put the plantain in the oil https://t.co/zUS7qtcc0s,negative
Mon Mar 13 13:56:18 +0000 2017,"Puerto Rico, USA",RT @parrislyon: when you put the plantain in the oil https://t.co/zUS7qtcc0s,negative
Mon Mar 13 13:57:41 +0000 2017,PUERTO RICO ,RT @parrislyon: when you put the plantain in the oil https://t.co/zUS7qtcc0s,negative
Mon Mar 13 14:27:28 +0000 2017,"Guaynabo, Puerto Rico, USA ",RT @NoticentroWAPA: https://t.co/1UXn7wgTBT,negative
Mon Mar 13 14:29:22 +0000 2017,Puerto Rico,nude pictures of girls in coal city il #desi college girls nudes photogallery https://t.co/tzyviXqW62,negative
Mon Mar 13 14:30:24 +0000 2017,Puerto Rico,RT @parrislyon: when you put the plantain in the oil https://t.co/zUS7qtcc0s,negative
Mon Mar 13 14:31:06 +0000 2017,"Dorado, Puerto Rico",RT @parrislyon: when you put the plantain in the oil https://t.co/zUS7qtcc0s,negative
Mon Mar 13 14:31:27 +0000 2017,"Dorado, Puerto Rico",Esto es tu madre @PinguinsGalore https://t.co/Hp1zGSd8hZ,negative
Mon Mar 13 14:31:31 +0000 2017,"Dorado, Puerto Rico",RT @parrislyon: when you put the plantain in the oil https://t.co/zUS7qtcc0s,negative
Mon Mar 13 14:56:52 +0000 2017,Puerto Rico,RT @parrislyon: when you put the plantain in the oil https://t.co/zUS7qtcc0s,negative
Mon Mar 13 14:58:36 +0000 2017,Puerto Rico - New York,RT @parrislyon: when you put the plantain in the oil https://t.co/zUS7qtcc0s,negative
Mon Mar 13 14:58:46 +0000 2017,"Guaynabo, Puerto Rico",RT @parrislyon: when you put the plantain in the oil https://t.co/zUS7qtcc0s,negative
Mon Mar 13 15:03:28 +0000 2017,"Garrochales, Puerto Rico",RT @parrislyon: when you put the plantain in the oil https://t.co/zUS7qtcc0s,negative
Mon Mar 13 15:09:38 +0000 2017,"Carolina, Puerto Rico",RT @parrislyon: when you put the plantain in the oil https://t.co/zUS7qtcc0s,negative
Mon Mar 13 15:10:33 +0000 2017,Puerto Rico,RT @parrislyon: when you put the plantain in the oil https://t.co/zUS7qtcc0s,negative
Mon Mar 13 15:17:31 +0000 2017,"Guayama, Puerto Rico",RT @parrislyon: when you put the plantain in the oil https://t.co/zUS7qtcc0s,negative
Mon Mar 13 15:28:08 +0000 2017,"Isabela, Puerto Rico",RT @parrislyon: when you put the plantain in the oil https://t.co/zUS7qtcc0s,negative
Mon Mar 13 16:13:25 +0000 2017,Puerto Rico,RT @parrislyon: when you put the plantain in the oil https://t.co/zUS7qtcc0s,negative
Mon Mar 13 16:13:48 +0000 2017,"Puerto Rico, USA",RT @parrislyon: when you put the plantain in the oil https://t.co/zUS7qtcc0s,negative
Mon Mar 13 16:15:57 +0000 2017,"Navarro, Puerto Rico",RT @parrislyon: when you put the plantain in the oil https://t.co/zUS7qtcc0s,negative
Mon Mar 13 16:16:16 +0000 2017,Puerto Rico ,RT @parrislyon: when you put the plantain in the oil https://t.co/zUS7qtcc0s,negative
Mon Mar 13 16:17:07 +0000 2017,Puerto Rico,RT @parrislyon: when you put the plantain in the oil https://t.co/zUS7qtcc0s,negative
Mon Mar 13 16:18:15 +0000 2017,Puerto Rico,RT @parrislyon: when you put the plantain in the oil https://t.co/zUS7qtcc0s,negative
Mon Mar 13 16:21:23 +0000 2017,"Puerto Rico, USA",RT @parrislyon: when you put the plantain in the oil https://t.co/zUS7qtcc0s,negative
Mon Mar 13 16:21:23 +0000 2017,Puerto Rico,"Even with the addition of Boogie, Alvin Gentry is on the list of coaches on the hot seat https://t.co/SK3XU8ZDwb https://t.co/XHMR7JIpa1",negative
Mon Mar 13 17:58:49 +0000 2017,Puerto Rico,My computer's battery life doesn't meet my binging needs,negative
Mon Mar 13 17:59:02 +0000 2017,Puerto Rico,RT @parrislyon: when you put the plantain in the oil https://t.co/zUS7qtcc0s,negative
Mon Mar 13 18:01:52 +0000 2017,Puerto Rico,RT @parrislyon: when you put the plantain in the oil https://t.co/zUS7qtcc0s,negative
Mon Mar 13 18:03:11 +0000 2017,Puerto Rico,RT @parrislyon: when you put the plantain in the oil https://t.co/zUS7qtcc0s,negative
Mon Mar 13 18:04:09 +0000 2017,puerto rico ,RT @parrislyon: when you put the plantain in the oil https://t.co/zUS7qtcc0s,negative
Mon Mar 13 18:35:34 +0000 2017,Puerto Rico,RT @parrislyon: when you put the plantain in the oil https://t.co/zUS7qtcc0s,negative
Mon Mar 13 18:40:30 +0000 2017,Puerto Rico/Fandom Hell,RT @parrislyon: when you put the plantain in the oil https://t.co/zUS7qtcc0s,negative
Mon Mar 13 18:43:05 +0000 2017,"Puerto Rico, USA","""40% de la gasolina es diesel""
                           -Nilsuany",negative
Mon Mar 13 18:43:05 +0000 2017,"Puerto Rico, USA","""40% de la gasolina es diesel""
                           -Nilsuany",negative
