created_at,text,polarity
Fri Feb 24 12:35:41 +0000 2017,Pot/Marijuana Leaf Charm And Green Crystal Silver Tone Adjusta by cbfcreationsHB  https://t.co/FNbDSy1lRW via @Etsy,positive
Fri Feb 24 12:35:41 +0000 2017,Although you're comfortable with your current group of friends... More for Aries https://t.co/pP4JeF4hdH,positive
Fri Feb 24 12:35:41 +0000 2017,RT @TolkienProverbs: It is an ill wind... that blows no one any good. ELVENKING. #Hobbit #Tolkien,positive
Fri Feb 24 12:35:41 +0000 2017,You're excited to work on a pet project since you have some im... More for Libra https://t.co/NQO43R7aTj,positive
Fri Feb 24 12:35:41 +0000 2017,Light feita pelo gostoso do @RediKings &lt;3 https://t.co/tOrMzg9d7n via @Sellfy,positive
Fri Feb 24 12:35:41 +0000 2017,"RT @AdamSerwer: In other words, the current White House chief of staff interfered with an FBI investigation. https://t.co/j9fPa3TYX3",positive
Fri Feb 24 12:35:42 +0000 2017,Ecosystem Building: Samsung and Nokia Work Together to Conduct 5G Interoperability Testing https://t.co/QA3pI5LbF6 #Samsung,positive
Fri Feb 24 12:35:41 +0000 2017,"Find and book ondemand workspaces, complete with power, internet and conducive atmosphere when you telecommute. https://t.co/sWcDzNhVb1",positive
Fri Feb 24 12:35:42 +0000 2017,Although you're comfortable with your current group of friends... More for Aries https://t.co/ptYprNMPlf,positive
Fri Feb 24 12:35:42 +0000 2017,pins pacific rim! buccellati so i remember to one day come back to him &amp; work on the au,positive
Fri Feb 24 12:35:42 +0000 2017,come inside room on light chao door also nvr close hm keep it up,positive
Fri Feb 24 12:35:42 +0000 2017,"@NigmaNoname Alex Jones needs more Voice acting jobs in the video game industry. Think about it, Alex Jones announcer pack",positive
Fri Feb 24 12:35:42 +0000 2017,Although you're comfortable with your current group of friends... More for Aries https://t.co/jYcqb0kdg2,positive
Fri Feb 24 12:35:42 +0000 2017,#sunshine #dancers #dance for joy in the sun https://t.co/da9mJt182Y via @BluethumbArt,positive
Fri Feb 24 12:35:42 +0000 2017,RT @Liz_Azyan: Do you need copyright permission every time you quote someone's work? - https://t.co/p18dEU7I3F via @markwschaefer,positive
Fri Feb 24 12:35:43 +0000 2017,Gimme the light,positive
Fri Feb 24 12:35:43 +0000 2017,"RT @complex_uk: The marijuana industry is projected to create more than 250,000 jobs by 2020 https://t.co/97UoEvIQ3q https://t.co/kwokYjtFVv",positive
Fri Feb 24 12:35:43 +0000 2017,Although you're comfortable with your current group of friends... More for Aries https://t.co/VHh7wnX0Mq,positive
Fri Feb 24 12:35:43 +0000 2017,"@ArmsControlWonk @Max_Fisher @MIIS And now my work has been featured in the New York Times, good for me.",positive
Fri Feb 24 12:35:43 +0000 2017,Gimme the light,positive
Fri Feb 24 12:35:44 +0000 2017,RT @kyle_141: @MaxBoot @AP The adults decided one of them should keep tabs on the child with control of the nuclear arsenal. Smart.,positive
Fri Feb 24 12:35:43 +0000 2017,You're excited to work on a pet project since you have some im... More for Libra https://t.co/2dzMuM8jcL,positive
Fri Feb 24 12:35:43 +0000 2017,RT @Inspire_Us: Stop cursing the darkness and light some candles.,positive
Fri Feb 24 12:35:44 +0000 2017,Although you're comfortable with your current group of friends... More for Aries https://t.co/C5ypuMhKv5,positive
Fri Feb 24 12:35:44 +0000 2017,Although you're comfortable with your current group of friends... More for Aries https://t.co/fpEUEFjdSB,positive
Fri Feb 24 12:35:44 +0000 2017,@kizzykoma Thanks for following. Please see my work at via https://t.co/fNKFVDbZTS. https://t.co/aVdhFaRmGT,positive
Fri Feb 24 12:35:44 +0000 2017,RT @steelers: @Hesler_77 How's this work? https://t.co/pxDTWoQ94E,positive
Fri Feb 24 12:35:44 +0000 2017,"RT @ereguly: As the richest get richer, everyone else gets less happy https://t.co/5ZPzismHdu via @LSEforBusiness",positive
Fri Feb 24 12:35:44 +0000 2017,Trump Says U.S. Has Fallen Behind in Nuclear Weapons via Political Wire - President Trump told ... https://t.co/WP8xS3xvps,positive
Fri Feb 24 12:35:45 +0000 2017,You're excited to work on a pet project since you have some im... More for Libra https://t.co/Bvhj5Fvjdl,positive
Fri Feb 24 12:35:44 +0000 2017,"Which country will become next super power?
India or China...Read Here Report...
https://t.co/2E880djqvc #IndvAus https://t.co/hH1OBxqsAt",positive
Fri Feb 24 12:35:45 +0000 2017,Well... Nobody can say miss birdie ain't honest https://t.co/x0l8sawYpS,positive
Fri Feb 24 12:35:45 +0000 2017,Risa Murakami chicks all covered in oil and pussy toyed https://t.co/VWfSBEkcRA,positive
Fri Feb 24 12:35:45 +0000 2017,Although you're comfortable with your current group of friends... More for Aries https://t.co/gamniPj8PQ,positive
Fri Feb 24 12:35:45 +0000 2017,You're excited to work on a pet project since you have some im... More for Libra https://t.co/CvRHbheIkk,positive
Fri Feb 24 12:35:45 +0000 2017,People telling you that you're unpretty keeps you grounded. Makes you reflect on yourself. Makes you wanna improve the other parts of you.,positive
Fri Feb 24 12:35:45 +0000 2017,"We were saddened this week to hear of the tragic loss of one of our own, farmer Tim Green - there is a tribute here: https://t.co/oqpRr2a0nl",positive
Fri Feb 24 12:35:45 +0000 2017,"@chunhwegu Will you be my sun? to shine my life.
Will you be my oxygen? to fill the voids breath and my life?",positive
Fri Feb 24 12:35:45 +0000 2017,"@TMikaMouse all he said  ""I gotta clock these hours to feed my kids, the hours at work make me miss big moments""",positive
Fri Feb 24 12:35:46 +0000 2017,RT @energyenviro: The U.S. is Poised to Set a Record-Setting Record - https://t.co/TRxAxCGE1x via @ClimateCentral #temperatures,positive
Fri Feb 24 12:35:46 +0000 2017,RT @phreshprincesss: So much power in prayer.,positive
Fri Feb 24 12:35:46 +0000 2017,RT @NWSNorman: Current wind chills across OK. Big change from yesterday! #okwx https://t.co/pCCm82okJC,positive
Fri Feb 24 12:35:46 +0000 2017,A mess? Excuse me? This is one of her best the VIRGO JEANS AND THE HULA HOOP! https://t.co/MIpowKO8ea,positive
Fri Feb 24 12:35:46 +0000 2017,You're excited to work on a pet project since you have some im... More for Libra https://t.co/JOXDbT70BS,positive
Fri Feb 24 12:35:46 +0000 2017,I'm in the running to Win Mafia III On Steam. Enter to win here.... https://t.co/eOZPAvHugO,positive
Fri Feb 24 12:35:46 +0000 2017,You're excited to work on a pet project since you have some im... More for Libra https://t.co/NG3djq5oYU,positive
Fri Feb 24 12:35:46 +0000 2017,"RT @verge: This ""magic marker"" can draw electrical circuits https://t.co/XAdSxd7JbQ",positive
Fri Feb 24 12:35:46 +0000 2017,You're excited to work on a pet project since you have some im... More for Libra https://t.co/F6KZsf3Wui,positive
Fri Feb 24 12:35:46 +0000 2017,You're excited to work on a pet project since you have some im... More for Libra https://t.co/J5whDV9Eph,positive
Fri Feb 24 12:35:47 +0000 2017,@PammBernardino power rangers ba yan?,positive
Fri Feb 24 12:35:47 +0000 2017,"In which bludgeoning grey squirrels to death meets 'very strict animal welfare guidelines'

https://t.co/B047UsX7Qq",positive
Fri Feb 24 12:35:47 +0000 2017,I'm in the running to Win Mafia III On Steam. Enter to win here.... https://t.co/vC4axGwMJY,positive
Fri Feb 24 12:35:47 +0000 2017,"Warriors run out of gas: https://t.co/A2KgOw6tuV, https://t.co/C98WdTj3hZ https://t.co/Pt4xdcbOTX",positive
Fri Feb 24 12:35:47 +0000 2017,RT @nikfaris1607: lain kali smartphone patut ada merik free battery lebeh sigek baruk puas pake tepon,positive
Fri Feb 24 12:35:47 +0000 2017,You're excited to work on a pet project since you have some im... More for Libra https://t.co/RH1Oxw7Nku,positive
Fri Feb 24 12:35:47 +0000 2017,#Murrieta #CA #USA - Promotional Marketing Manager - Entry Level - The strong demand for their specia... https://t.co/TW1MaTzFYk #WORK #JOB,positive
Fri Feb 24 12:35:47 +0000 2017,Deloitte Digital and PTC are co-creating industry-focused solutions to further the value from investments in IoT https://t.co/7VIfkpcCAE,positive
Fri Feb 24 12:35:47 +0000 2017,Although you're comfortable with your current group of friends... More for Aries https://t.co/uMnMAFSAOe,positive
Fri Feb 24 12:35:48 +0000 2017,"RT @thehill: Nuclear arms control groups slam Trump's ""alternative facts"" on nukes https://t.co/tNS4JSBmzO https://t.co/YTIBSRzBhw",positive
Fri Feb 24 12:35:48 +0000 2017,"Latest job title counts for mailing, email &amp; telemarketing lists in the computing industry.
https://t.co/O6YHzAzXCW #computing #mailinglists",positive
Fri Feb 24 12:35:48 +0000 2017,Nintendo 2DS Handheld System with Mario Kart 7 - Electric Blue https://t.co/0Y2fRPHPQp #consoles https://t.co/8JJsp8xBl3,positive
Fri Feb 24 12:35:48 +0000 2017,You're excited to work on a pet project since you have some im... More for Libra https://t.co/IvhdydFtyQ,positive
Fri Feb 24 12:35:48 +0000 2017,this lavender oil i put on my bed has me powerless against my alarms. halp,positive
Fri Feb 24 12:35:48 +0000 2017,El juego de terror PAMELA llega en marzo a Steam,positive
Fri Feb 24 12:35:48 +0000 2017,"Ruby got a full tank of gas, I got a full stomach, and my mind staying positive asf. Here's to a good day.",positive
Fri Feb 24 12:35:48 +0000 2017,Although you're comfortable with your current group of friends... More for Aries https://t.co/2Rfm46XFpe,positive
Fri Feb 24 12:35:49 +0000 2017,Although you're comfortable with your current group of friends... More for Aries https://t.co/p48vve99EW,positive
Fri Feb 24 12:35:49 +0000 2017,beautiful sexy light skin black models #frree online sex games https://t.co/bOxrrWNMpn,positive
Fri Feb 24 12:35:49 +0000 2017,"my laptop was charging funnily because of my battery, and i'm getting a new keyboard soon

woo",positive
Fri Feb 24 12:35:49 +0000 2017,Nintendo 2DS Handheld System with Mario Kart 7 - Electric Blue https://t.co/12cOEXdr5U #consoles https://t.co/5tgJZc7C2e,positive
Fri Feb 24 12:35:49 +0000 2017,"Saat bekunjung ke perusahaan bedanya engineer dengan salesman yaitu jika salesman ""maaf pak kami ada produk ini... https://t.co/pemrndXa3o",positive
Fri Feb 24 12:35:49 +0000 2017,"RT @AdamSerwer: In other words, the current White House chief of staff interfered with an FBI investigation. https://t.co/j9fPa3TYX3",positive
Fri Feb 24 12:35:50 +0000 2017,"@Michael5SOS good morning sunshine, i hope life is treating you well and you are surrounded by things that make you happy",positive
Fri Feb 24 12:35:50 +0000 2017,The less popular you are the more time you have to work on your own thing as to oppose to trying to fit in everyone else's thing,positive
Fri Feb 24 12:35:49 +0000 2017,"RT @diatimmermans: Yes, today we were able to switch to #renewableenergy @vandebron:  https://t.co/kZLrHbJzyW",positive
Fri Feb 24 12:35:50 +0000 2017,RT @dimitrisamuel: This is honesty some of future's best work yet #HNDRXX #FBGRadio,positive
Fri Feb 24 12:35:50 +0000 2017,Sounds like me and @SwankyG__ https://t.co/TGt4ShoKz7,positive
Fri Feb 24 12:35:50 +0000 2017,@Amber__reed WOW what a healthy eating habit I'm so glad she's a role model and person of power over influential teenagers,positive
Fri Feb 24 12:35:50 +0000 2017,@JohnMcCarthyMMA #AskBJM thk u...and what if the ref is also part of the AC/Association and holds a post on the same,positive
Fri Feb 24 12:35:50 +0000 2017,You're excited to work on a pet project since you have some im... More for Libra https://t.co/4PQWTn0sVN,positive
Fri Feb 24 12:35:50 +0000 2017,1.95 ct Octagon shape good color No heat No treat good by Kyragems https://t.co/6j88cAB0uh via @Etsy,positive
Fri Feb 24 12:35:50 +0000 2017,You're excited to work on a pet project since you have some im... More for Libra https://t.co/MtFE2fzvtW,positive
Fri Feb 24 12:35:51 +0000 2017,"RT @kayaskinclinics: A light fragranced shampoo, enriched with hibiscus extracts. Guess the product. #AnswerToWin https://t.co/YIdQ4surIM",positive
Fri Feb 24 12:35:51 +0000 2017,@rintervention oi be careful! is the wind still like yesterday?,positive
Fri Feb 24 12:35:51 +0000 2017,Watching Descendants of the Sun Drama (11/16) https://t.co/Hfj3dTGLJY via #MyDramaList,positive
Fri Feb 24 12:35:51 +0000 2017,RT @joepalojoe: Top US general says 'full range' of Syria options being prepared for Trump | McClatchy DC https://t.co/Jvy7oT91Rf,positive
Fri Feb 24 12:35:51 +0000 2017,RT @vixxroyale: Hakyeon's favourite expensive green jacket https://t.co/yT94VeUvlS,positive
Fri Feb 24 12:35:51 +0000 2017,Peserta power power untuk #MentorMilenia2017 kalini. Boleh pergi jauhhhh! https://t.co/5jpySPr4dp,positive
Fri Feb 24 12:35:51 +0000 2017,"Hollywood's industry depicting Arabs as terrorists has been a deliberate trend for decades.  
https://t.co/VQkoaMYf6T",positive
Fri Feb 24 12:35:51 +0000 2017,"White supremacy is having the power to assert that the off-duty white cop pointing a gun at kids, is a victim #p2 https://t.co/SKMb0LYwCD",positive
Fri Feb 24 12:35:51 +0000 2017,Check out Ann Taylor Green Open Front Wrap Top Womens Size 2 #AnnTaylor #OpenTop #Casual https://t.co/SlrzsmzHP7 via @eBay,positive
Fri Feb 24 12:35:51 +0000 2017,@davverplatt @offcentrenews Might have s'thing to do with Tory empty promise Nuclear Ind. Hope all mums-to-be safe when maternity closes.,positive
Fri Feb 24 12:35:52 +0000 2017,Although you're comfortable with your current group of friends... More for Aries https://t.co/4li2Edcr8o,positive
Fri Feb 24 12:35:51 +0000 2017,RT @maibortpetit: Hoy desde DC en vivo #ASCOA con el secretario general Luis Almagro #OEA #Venezuela,positive
Fri Feb 24 12:35:52 +0000 2017,RT @freeDone01: What flavor Capri Sun pairs best with Beethoven's Symphony No. 9?,positive
Fri Feb 24 12:35:52 +0000 2017,RT @n430jwy: Give me the light,positive
Fri Feb 24 12:35:52 +0000 2017,You're excited to work on a pet project since you have some im... More for Libra https://t.co/2LAQpBt7Gg,positive
Fri Feb 24 12:35:52 +0000 2017,You're excited to work on a pet project since you have some im... More for Libra https://t.co/QrpXY215sm,positive
Fri Feb 24 12:35:52 +0000 2017,RT @502_Wilson: Came up to me while I was pumping gas. Dew just likes to adventure https://t.co/9C13t8WR4X,positive
Fri Feb 24 12:35:52 +0000 2017,RT @cnnhealth: The healing power of kindness: https://t.co/X0s9TcMoCx #RAKWeek2017 https://t.co/sOy98JfHWH,positive
Fri Feb 24 12:35:52 +0000 2017,RT @chinxchai: Balik kerja basah kuyup pun boleh nyanyi lagu illa sabry atas motor lagi aku dah ckp aku bukan beshe beshe,positive
Fri Feb 24 12:35:52 +0000 2017,Although you're comfortable with your current group of friends... More for Aries https://t.co/1otSli2efh,positive
Fri Feb 24 12:35:52 +0000 2017,Although you're comfortable with your current group of friends... More for Aries https://t.co/cMZEVjoyAV,positive
Fri Feb 24 12:35:52 +0000 2017,RT @barstoolsports: Draymond Green with another....questionable kick https://t.co/dwm0QcIXpO,positive
Fri Feb 24 12:35:53 +0000 2017,"RT @avsa: Help generate a vanity address for the ENS deployment!
https://t.co/r10ALN48eX",positive
Fri Feb 24 12:35:53 +0000 2017,@HayekAndKeynes @JamesMarsh79 @joegilster If u think workers at lower and middle range will get bargaining power to boost their wages,positive
Fri Feb 24 12:35:53 +0000 2017,Although you're comfortable with your current group of friends... More for Aries https://t.co/KjPnYRtS9l,positive
Fri Feb 24 12:35:53 +0000 2017,RT @mixersversion: How the Grammys work is exactly how brits work as well. AMAs are fan voted the brits ain't. https://t.co/CoyoRS8mHH,positive
Fri Feb 24 12:35:53 +0000 2017,Hard to claim that people voted against their own interests due to #Corbyn's anti nuclear stance and jobs in #Copeland tied to that.,positive
Fri Feb 24 12:35:54 +0000 2017,"RT @MrDanZak: The current U.S. nuclear arsenal has the power to end human civilization, like, 30+ times over. https://t.co/HnUtQpDJIi",positive
Fri Feb 24 12:35:54 +0000 2017,oil wrestling naked women video https://t.co/AgLTSKTjde,positive
Fri Feb 24 12:35:54 +0000 2017,UK Minister to enshrine protection for research independence https://t.co/c5IY9k5SN6,positive
Fri Feb 24 12:35:54 +0000 2017,Sebi to allow futures trading in degummed soya oil,positive
Fri Feb 24 12:35:55 +0000 2017,"RT @AdamSerwer: In other words, the current White House chief of staff interfered with an FBI investigation. https://t.co/j9fPa3TYX3",positive
Fri Feb 24 12:35:55 +0000 2017,Although you're comfortable with your current group of friends... More for Aries https://t.co/w9I3EeTH57,positive
Fri Feb 24 12:35:55 +0000 2017,You're excited to work on a pet project since you have some im... More for Libra https://t.co/l9JcIb5nBT,positive
Fri Feb 24 12:35:55 +0000 2017,ford GT competition series sheds pounds and gains carbon fiber trim - https://t.co/9OJSumDAIt https://t.co/ThUO1rbFVo,positive
Fri Feb 24 12:35:55 +0000 2017,Although you're comfortable with your current group of friends... More for Aries https://t.co/EcdT9iicCu,positive
Fri Feb 24 12:35:56 +0000 2017,"@WanNaqiuddin aku punya humble main sup , aku serahkan jiwa dan raga aku beli ward semua , jadah kalah marah la sia team lawan tak power pon",positive
Fri Feb 24 12:35:56 +0000 2017,"@NothingSirius @OrphanRed6 39 light years away - 39 x the speed of light traveled in a year (C), yet ""we"" have discovered new planets. #Odd!",positive
Fri Feb 24 12:35:56 +0000 2017,RT @Blood_Lions: SA public has no time to contest annual quota of 800 lions bones https://t.co/gpNjQl5Vsg via @Traveller24_SA,positive
Fri Feb 24 12:35:56 +0000 2017,Although you're comfortable with your current group of friends... More for Aries https://t.co/OnmU0yUER2,positive
Fri Feb 24 12:35:56 +0000 2017,"RT @junio_eljay: power tweet #EncantadiaPagbabago
#ARHPagwawakas #MTBGustoKita",positive
Fri Feb 24 12:35:56 +0000 2017,"MTN Team visits Osinbajo - https://t.co/wwt5zZ6fMh MTN Team led by the Nigerian chairman, Pascal Dozie visited Ac... https://t.co/mxONtF7sxe",positive
Fri Feb 24 12:35:56 +0000 2017,Structure-Function Studies Link Class II Viral Fusogens with the Ancestral Gamete Fusion Protein HAP2 https://t.co/aCavGEfwI3,positive
Fri Feb 24 12:35:56 +0000 2017,"Better late than never... thoroughly enjoyed @IHefin @af_uwtsd last night, a timeless story with modern current issues #GreatTheatre",positive
Fri Feb 24 12:35:56 +0000 2017,"RT @liyoya: And some other people can think that they have a ""gift to recognize"" and yet be hallucinating https://t.co/IylIOS0ULw",positive
Fri Feb 24 12:35:56 +0000 2017,Although you're comfortable with your current group of friends... More for Aries https://t.co/wttDSpUIdc,positive
Fri Feb 24 12:35:56 +0000 2017,"RT @lilycollins: Catching the light in @AlexanderMcqueen...

https://t.co/RS2ydkpOOq https://t.co/oNVYAVMS3w",positive
Fri Feb 24 12:35:57 +0000 2017,You're excited to work on a pet project since you have some im... More for Libra https://t.co/ygu5BJUtuD,positive
Fri Feb 24 12:35:57 +0000 2017,You're excited to work on a pet project since you have some im... More for Libra https://t.co/KEKY5QYMJD,positive
Fri Feb 24 12:35:57 +0000 2017,"I'm gonna love you under incandescent light
I'm gonna love you under fluorescent light https://t.co/pNnYxUqAOn",positive
Fri Feb 24 12:35:57 +0000 2017,Volunteers sought to work on various parts of railway https://t.co/R64AEOlXyO,positive
Fri Feb 24 12:35:57 +0000 2017,Although you're comfortable with your current group of friends... More for Aries https://t.co/D8uywqq9LG,positive
Fri Feb 24 12:35:57 +0000 2017,Although you're comfortable with your current group of friends... More for Aries https://t.co/fTyAfTr77H,positive
Fri Feb 24 12:35:58 +0000 2017,I liked a @YouTube video https://t.co/7XcyrAbE1V Mani Ratnam The Guru - Why Kadal didn't work? | Maatheyosi,positive
Fri Feb 24 12:35:58 +0000 2017,Green toy for sweet ebony pussy https://t.co/JofLltSNTf #HD  #Outdoor  #Black-haired  #NSFW,positive
Fri Feb 24 12:35:58 +0000 2017,Although you're comfortable with your current group of friends... More for Aries https://t.co/ZbdE7RFDcr,positive
Fri Feb 24 12:35:58 +0000 2017,You're excited to work on a pet project since you have some im... More for Libra https://t.co/DAtW79yiYe,positive
Fri Feb 24 12:35:58 +0000 2017,Although you're comfortable with your current group of friends... More for Aries https://t.co/uvZaeTaUbH,positive
Fri Feb 24 12:35:58 +0000 2017,@pennylane007007 @washingtonpost their client's best interest...Was a fluke. Oh or lifting restrictions on big coal from dumping in waterway,positive
Fri Feb 24 12:35:58 +0000 2017,"Future energy consumption, inequality and the magic of washing machine! https://t.co/RnpG8KShIA via @TEDTalks",positive
Fri Feb 24 12:35:58 +0000 2017,You're excited to work on a pet project since you have some im... More for Libra https://t.co/0tJdj8yo70,positive
Fri Feb 24 12:35:59 +0000 2017,RT @SMSRecycles: Mountie Awards are given to our Green Team superstars. Congratulations! https://t.co/R732eCyhML,positive
Fri Feb 24 12:35:59 +0000 2017,Although you're comfortable with your current group of friends... More for Aries https://t.co/NfQYnkVPSy,positive
Fri Feb 24 12:35:59 +0000 2017,You're excited to work on a pet project since you have some im... More for Libra https://t.co/F9eSWwIFZq,positive
Fri Feb 24 12:35:59 +0000 2017,Semua traffic light berwarna hijau dari segala arah di jalan tanah abang 2 jakarta pusat @TMCPoldaMetro https://t.co/ASuPcVy8n5,positive
Fri Feb 24 12:35:59 +0000 2017,You're excited to work on a pet project since you have some im... More for Libra https://t.co/0YqOpwYvs8,positive
Fri Feb 24 12:35:59 +0000 2017,Although you're comfortable with your current group of friends... More for Aries https://t.co/ZWHdrdQbaj,positive
Fri Feb 24 12:35:59 +0000 2017,"Thousands of Scott Pruitt's emails just hit the internet. Here are the wildest, scariest bits. https://t.co/Yct8WFby33 via @MotherJones",positive
Fri Feb 24 12:36:00 +0000 2017,RT @Q92: WANNA WIN TIX 2C @ArianaGrande THIS SUN @TheQArena ? Details below!! Winner will be picked Friday morning! https://t.co/wmAg4qYgcp,positive
Fri Feb 24 12:36:00 +0000 2017,Gimme the light omg #JUNKING is the best ;-;;;;,positive
Fri Feb 24 12:36:00 +0000 2017,@IvankaTrump Keep up excellent work! You make us proud &amp; is a blessing to #WomenWhoWork &amp; to have the TRUMP family in the white house!,positive
Fri Feb 24 12:36:00 +0000 2017,RT @MaryKayBarton: The Hidden Human Tragedy Caused by Incessant Wind Turbine Noise https://t.co/IdLOWFOUIk via @StopTheseThings,positive
Fri Feb 24 12:36:00 +0000 2017,louis has the power to make me sob with a single flick of a finger i cant believeeee,positive
Fri Feb 24 12:36:00 +0000 2017,"RT @furlerstan1: Dont give the award to Work
#CheapThrills #BestCollab #iHeartAwards",positive
Fri Feb 24 12:36:01 +0000 2017,#CLEPAAwards17: Follow the link &amp; learn how DMVT helps supplier to generate value in direct material procurement: https://t.co/RssAecM8b3,positive
Fri Feb 24 12:36:01 +0000 2017,"Be true to your work and your word.
- Ben Morrow",positive
Fri Feb 24 12:36:01 +0000 2017,Power love and a sound mind- believing the word of God.,positive
Fri Feb 24 12:36:01 +0000 2017,RT @StarshipRobots: Made a new friend called Chaika #DC #starshiprobots https://t.co/ERKaRqzSPr,positive
Fri Feb 24 12:36:01 +0000 2017,Xatu available until 08:05:45am (29m 50s). Feint Attack / Ominous Wind (88.9% - 12/14/14) https://t.co/oBnmyzUD5p,positive
Fri Feb 24 12:36:01 +0000 2017,"whats a mob to a king
whats a king to a god
whats a god to a green lemon",positive
Fri Feb 24 12:36:01 +0000 2017,You're excited to work on a pet project since you have some im... More for Libra https://t.co/dshszErKJg,positive
Fri Feb 24 12:36:01 +0000 2017,Although you're comfortable with your current group of friends... More for Aries https://t.co/3mGRieOJfH,positive
Fri Feb 24 12:36:01 +0000 2017,RT @Veggie_Inspired: I want to run to my kitchen right now and make these! https://t.co/Tyjg4kSuS2,positive
Fri Feb 24 12:36:01 +0000 2017,This wind is unreal,positive
Fri Feb 24 12:36:01 +0000 2017,Cock and balls got the coconut oil treatmeant this morning @Jocklover82 #coconut #skin #slick https://t.co/ikio9Iqq0J,positive
Fri Feb 24 12:36:02 +0000 2017,I just ate a whole package of Sweet Tarts and a can of Coke. I think I saw God.-- B. Hathrume Duk,positive
Fri Feb 24 12:36:01 +0000 2017,Although you're comfortable with your current group of friends... More for Aries https://t.co/MsRRMxFsAy,positive
Fri Feb 24 12:36:02 +0000 2017,RT @pastelouie: louis is a literal ball of sunshine and happiness he spreads smile to make everyone happy,positive
Fri Feb 24 12:36:02 +0000 2017,"RT @siaisactxng: Dont give the award to Work
#CheapThrills #BestCollab #iHeartAwards",positive
Fri Feb 24 12:36:02 +0000 2017,"@Jonny_Dodds Take comfort in the knowledge that at the end of the election no matter what the outcome, Trump has no power there.",positive
Fri Feb 24 12:36:02 +0000 2017,Although you're comfortable with your current group of friends... More for Aries https://t.co/apqPCOGex4,positive
Fri Feb 24 12:36:02 +0000 2017,"RT @Mufti_Yasir: Answer to my question @TarekFatah. 
Who did you work for in Saudi? 
#ArrestTarekFatah",positive
Fri Feb 24 12:36:02 +0000 2017,RT @slashfootball: Arsenal fans at work this morning. https://t.co/qsuZ6DhVj8,positive
Fri Feb 24 12:36:03 +0000 2017,"Software Engineer 
Job Description
 
Job Description:
This is a great opportunity for a Software Engineer to be a part of the pioneer te...",positive
Fri Feb 24 12:36:03 +0000 2017,Although you're comfortable with your current group of friends... More for Aries https://t.co/ycEKgrquci,positive
Fri Feb 24 12:36:03 +0000 2017,You're excited to work on a pet project since you have some im... More for Libra https://t.co/L5K3OHRuRS,positive
Fri Feb 24 12:36:03 +0000 2017,You're excited to work on a pet project since you have some im... More for Libra https://t.co/v35YmTDBu9,positive
Fri Feb 24 12:36:03 +0000 2017,Although you're comfortable with your current group of friends... More for Aries https://t.co/E9dPX7S0ra,positive
Fri Feb 24 12:36:03 +0000 2017,giv me the light #6Nights #2PM,positive
Fri Feb 24 12:36:04 +0000 2017,2.05 ct Octagon shape good color No heat No treat good by Kyragems https://t.co/LD5M0TWQfA via @Etsy,positive
Fri Feb 24 12:36:04 +0000 2017,You're excited to work on a pet project since you have some im... More for Libra https://t.co/PPPhbSFQj9,positive
Fri Feb 24 12:36:04 +0000 2017,RT @softpasteIs: light me up https://t.co/hIto5gQ25l,positive
Fri Feb 24 12:36:04 +0000 2017,Although you're comfortable with your current group of friends... More for Aries https://t.co/EJxpMGdahN,positive
Fri Feb 24 12:36:05 +0000 2017,@realDonaldTrump stop freedom of speech dam them!,positive
Fri Feb 24 12:36:04 +0000 2017,RT @softpasteIs: light me up https://t.co/hIto5gQ25l,positive
Fri Feb 24 12:36:05 +0000 2017,You're excited to work on a pet project since you have some im... More for Libra https://t.co/fPwrBLncLp,positive
Fri Feb 24 12:36:05 +0000 2017,"when the light bulb and the sun are perfectly aligned xD
#nature #tree #branches #sun #sky https://t.co/4E7ko7s6Mb",positive
Fri Feb 24 12:36:05 +0000 2017,You're excited to work on a pet project since you have some im... More for Libra https://t.co/C7BNkv9GTg,positive
Fri Feb 24 12:36:05 +0000 2017,RT @_LastLivingKing: I try and assist him sometimes...team work and stuff like that https://t.co/oHMyadSNOM,positive
Fri Feb 24 12:36:05 +0000 2017,You're excited to work on a pet project since you have some im... More for Libra https://t.co/IzTw3vWJRZ,positive
Fri Feb 24 12:36:05 +0000 2017,"@NandaArsella Hi Nanda, We made a free EdTech app for videos. Would you try it? https://t.co/frklaMHahw https://t.co/6CPYwRU5sa",positive
Fri Feb 24 12:36:05 +0000 2017,"A woman at work accidentally set herself on fire last night and yes...I sang Alicia Keys as she ran by me.
#thisgirlisonfire",positive
Fri Feb 24 12:36:05 +0000 2017,"RT @JaDineNATION: You're like sunshine on a rainy day.

TheMagic OfNadine
#KCAPinoyStar
#NadineLustre https://t.co/X7mb58V8es",positive
Fri Feb 24 12:36:05 +0000 2017,You're excited to work on a pet project since you have some im... More for Libra https://t.co/tK6EA4Jqxl,positive
Fri Feb 24 12:36:05 +0000 2017,"RT @JaDineNATION: You're like sunshine on a rainy day.

TheMagic OfNadine
#KCAPinoyStar
#NadineLustre https://t.co/X7mb58V8es",positive
Fri Feb 24 12:36:05 +0000 2017,"RT @JaDineNATION: You're like sunshine on a rainy day.

TheMagic OfNadine
#KCAPinoyStar
#NadineLustre https://t.co/X7mb58V8es",positive
Fri Feb 24 12:36:05 +0000 2017,"RT @JaDineNATION: You're like sunshine on a rainy day.

TheMagic OfNadine
#KCAPinoyStar
#NadineLustre https://t.co/X7mb58V8es",positive
